original_cell_type	stripped_cell_type	ontology_term_id	ontology_term_name	final
Eye-Stromal cells-4	Stromal	CL:0000499	stromal cell	True
Eye-Stromal cells-4	Stromal	CL:0010001	stromal cell of bone marrow	False
Eye-Stromal cells-4	Stromal	CL:0002255	stromal cell of endometrium	False
Eye-Stromal cells-4	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Eye-Stromal cells-4	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Eye-Stromal cells-4	Stromal	CL:0002132	stromal cell of ovary	False
Eye-Stromal cells-4	Stromal	CL:0002574	stromal cell of pancreas	False
Eye-Vascular endothelial cells-1	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Eye-Vascular endothelial cells-1	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Heart-Cardiomyocytes-1	Cardiomyocytes	CL:0000746	Cardiomyocytes	True
Heart-Cardiomyocytes-10	Cardiomyocytes	CL:0000746	Cardiomyocytes	True
Heart-Cardiomyocytes-11	Cardiomyocytes	CL:0000746	Cardiomyocytes	True
Heart-Cardiomyocytes-2	Cardiomyocytes	CL:0000746	Cardiomyocytes	True
Heart-Cardiomyocytes-3	Cardiomyocytes	CL:0000746	Cardiomyocytes	True
Heart-Cardiomyocytes-4	Cardiomyocytes	CL:0000746	Cardiomyocytes	True
Heart-Cardiomyocytes-5	Cardiomyocytes	CL:0000746	Cardiomyocytes	True
Heart-Cardiomyocytes-6	Cardiomyocytes	CL:0000746	Cardiomyocytes	True
Heart-Cardiomyocytes-7	Cardiomyocytes	CL:0000746	Cardiomyocytes	True
Heart-Cardiomyocytes-8	Cardiomyocytes	CL:0000746	Cardiomyocytes	True
Heart-Cardiomyocytes-9	Cardiomyocytes	CL:0000746	Cardiomyocytes	True
Heart-CLC_IL5RA positive cells-1	CLC_IL5RA positive	CLC_IL5RA positive	CLC_IL5RA positive	True
Heart-ELF3_AGBL2 positive cells-1	ELF3_AGBL2 positive	ELF3_AGBL2 positive	ELF3_AGBL2 positive	True
Heart-Endocardial cells-1	Endocardial	CL:0002350	endocardial cell	True
Heart-Endocardial cells-1	Endocardial	CL:0008022	endocardial cushion cell	False
Heart-Endocardial cells-2	Endocardial	CL:0002350	endocardial cell	True
Heart-Endocardial cells-2	Endocardial	CL:0008022	endocardial cushion cell	False
Heart-Endocardial cells-3	Endocardial	CL:0002350	endocardial cell	True
Heart-Endocardial cells-3	Endocardial	CL:0008022	endocardial cushion cell	False
Heart-Endocardial cells-4	Endocardial	CL:0002350	endocardial cell	True
Heart-Endocardial cells-4	Endocardial	CL:0008022	endocardial cushion cell	False
Heart-Endocardial cells-5	Endocardial	CL:0002350	endocardial cell	True
Heart-Endocardial cells-5	Endocardial	CL:0008022	endocardial cushion cell	False
Heart-Epicardial fat cells-1	Epicardial fat	CL:1000311	adipocyte of epicardial fat of left ventricle	False
Heart-Epicardial fat cells-1	Epicardial fat	CL:1000310	adipocyte of epicardial fat of right ventricle	False
Heart-Epicardial fat cells-1	Epicardial fat	CL:1000309	epicardial adipocyte	True
Heart-Epicardial fat cells-2	Epicardial fat	CL:1000311	adipocyte of epicardial fat of left ventricle	False
Heart-Epicardial fat cells-2	Epicardial fat	CL:1000310	adipocyte of epicardial fat of right ventricle	False
Heart-Epicardial fat cells-2	Epicardial fat	CL:1000309	epicardial adipocyte	True
Heart-Erythroblasts-1	Erythroblasts	CL:0000765	Erythroblasts	True
Heart-Lymphatic endothelial cells-1	Lymphatic endothelial	CL:2000011	dermis lymphatic vessel endothelial cell	False
Heart-Lymphatic endothelial cells-1	Lymphatic endothelial	CL:2000041	dermis microvascular lymphatic vessel endothelial cell	False
Heart-Lymphatic endothelial cells-1	Lymphatic endothelial	CL:0002138	endothelial cell of lymphatic vessel	True
Heart-Lymphatic endothelial cells-2	Lymphatic endothelial	CL:2000011	dermis lymphatic vessel endothelial cell	False
Heart-Lymphatic endothelial cells-2	Lymphatic endothelial	CL:2000041	dermis microvascular lymphatic vessel endothelial cell	False
Heart-Lymphatic endothelial cells-2	Lymphatic endothelial	CL:0002138	CL:0002138	True
Heart-Lymphatic endothelial cells-3	Lymphatic endothelial	CL:2000011	dermis lymphatic vessel endothelial cell	False
Heart-Lymphatic endothelial cells-3	Lymphatic endothelial	CL:2000041	dermis microvascular lymphatic vessel endothelial cell	True
Heart-Lymphatic endothelial cells-3	Lymphatic endothelial	CL:0002138	endothelial cell of lymphatic vessel	False
Heart-Lymphatic endothelial cells-4	Lymphatic endothelial	CL:2000011	dermis lymphatic vessel endothelial cell	False
Heart-Lymphatic endothelial cells-4	Lymphatic endothelial	CL:2000041	dermis microvascular lymphatic vessel endothelial cell	True
Heart-Lymphatic endothelial cells-4	Lymphatic endothelial	CL:0002138	endothelial cell of lymphatic vessel	False
Heart-Lymphoid cells-1	Lymphoid	CL:0001027	CD7-negative lymphoid progenitor cell	False
Heart-Lymphoid cells-1	Lymphoid	CL:0001028	CD7-positive lymphoid progenitor cell	False
Heart-Lymphoid cells-1	Lymphoid	CL:0000936	early lymphoid progenitor	False
Heart-Lymphoid cells-1	Lymphoid	CL:0001082	immature innate lymphoid cell	False
Heart-Lymphoid cells-1	Lymphoid	CL:0001065	innate lymphoid cell	True
Heart-Lymphoid cells-1	Lymphoid	CL:0000838	lymphoid lineage restricted progenitor cell	False
Heart-Lymphoid cells-1	Lymphoid	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Heart-Lymphoid cells-1	Lymphoid	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Heart-Lymphoid cells-1	Lymphoid	CL:0011018	lymphoid tissue–inducer cell	False
Heart-Lymphoid cells-1	Lymphoid	CL:0000784	plasmacytoid dendritic cell	False
Heart-Lymphoid cells-2	Lymphoid	CL:0001027	CD7-negative lymphoid progenitor cell	False
Heart-Lymphoid cells-2	Lymphoid	CL:0001028	CD7-positive lymphoid progenitor cell	False
Heart-Lymphoid cells-2	Lymphoid	CL:0000936	early lymphoid progenitor	False
Heart-Lymphoid cells-2	Lymphoid	CL:0001082	immature innate lymphoid cell	False
Heart-Lymphoid cells-2	Lymphoid	CL:0001065	innate lymphoid cell	True
Heart-Lymphoid cells-2	Lymphoid	CL:0000838	lymphoid lineage restricted progenitor cell	False
Heart-Lymphoid cells-2	Lymphoid	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Heart-Lymphoid cells-2	Lymphoid	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Heart-Lymphoid cells-2	Lymphoid	CL:0011018	lymphoid tissue–inducer cell	False
Heart-Lymphoid cells-2	Lymphoid	CL:0000784	plasmacytoid dendritic cell	False
Heart-Lymphoid cells-3	Lymphoid	CL:0001027	CD7-negative lymphoid progenitor cell	False
Heart-Lymphoid cells-3	Lymphoid	CL:0001028	CD7-positive lymphoid progenitor cell	False
Heart-Lymphoid cells-3	Lymphoid	CL:0000936	early lymphoid progenitor	False
Heart-Lymphoid cells-3	Lymphoid	CL:0001082	immature innate lymphoid cell	False
Heart-Lymphoid cells-3	Lymphoid	CL:0001065	innate lymphoid cell	True
Heart-Lymphoid cells-3	Lymphoid	CL:0000838	lymphoid lineage restricted progenitor cell	False
Heart-Lymphoid cells-3	Lymphoid	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Heart-Lymphoid cells-3	Lymphoid	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Heart-Lymphoid cells-3	Lymphoid	CL:0011018	lymphoid tissue–inducer cell	False
Heart-Lymphoid cells-3	Lymphoid	CL:0000784	plasmacytoid dendritic cell	False
Heart-Lymphoid cells-4	Lymphoid	CL:0001027	CD7-negative lymphoid progenitor cell	False
Heart-Lymphoid cells-4	Lymphoid	CL:0001028	CD7-positive lymphoid progenitor cell	False
Heart-Lymphoid cells-4	Lymphoid	CL:0000936	early lymphoid progenitor	False
Heart-Lymphoid cells-4	Lymphoid	CL:0001082	immature innate lymphoid cell	False
Heart-Lymphoid cells-4	Lymphoid	CL:0001065	innate lymphoid cell	True
Heart-Lymphoid cells-4	Lymphoid	CL:0000838	lymphoid lineage restricted progenitor cell	False
Heart-Lymphoid cells-4	Lymphoid	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Heart-Lymphoid cells-4	Lymphoid	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Heart-Lymphoid cells-4	Lymphoid	CL:0011018	lymphoid tissue–inducer cell	False
Heart-Lymphoid cells-4	Lymphoid	CL:0000784	plasmacytoid dendritic cell	False
Heart-Lymphoid cells-5	Lymphoid	CL:0001027	CD7-negative lymphoid progenitor cell	False
Heart-Lymphoid cells-5	Lymphoid	CL:0001028	CD7-positive lymphoid progenitor cell	False
Heart-Lymphoid cells-5	Lymphoid	CL:0000936	early lymphoid progenitor	False
Heart-Lymphoid cells-5	Lymphoid	CL:0001082	immature innate lymphoid cell	False
Heart-Lymphoid cells-5	Lymphoid	CL:0001065	innate lymphoid cell	True
Heart-Lymphoid cells-5	Lymphoid	CL:0000838	lymphoid lineage restricted progenitor cell	False
Heart-Lymphoid cells-5	Lymphoid	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Heart-Lymphoid cells-5	Lymphoid	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Heart-Lymphoid cells-5	Lymphoid	CL:0011018	lymphoid tissue–inducer cell	False
Heart-Lymphoid cells-5	Lymphoid	CL:0000784	plasmacytoid dendritic cell	False
Heart-Megakaryocytes-1	Megakaryocytes	CL:0000556	Megakaryocytes	True
Heart-Myeloid cells-1	Myeloid	CL:0002394	CD141-positive myeloid dendritic cell	False
Heart-Myeloid cells-1	Myeloid	CL:0002399	CD1c-positive myeloid dendritic cell	False
Heart-Myeloid cells-1	Myeloid	CL:0000049	common myeloid progenitor	False
Heart-Myeloid cells-1	Myeloid	CL:0001059	common myeloid progenitor, CD34-positive	False
Heart-Myeloid cells-1	Myeloid	CL:0000763	myeloid cell	True
Heart-Myeloid cells-1	Myeloid	CL:0000782	myeloid dendritic cell	False
Heart-Myeloid cells-1	Myeloid	CL:0001057	myeloid dendritic cell, human	False
Heart-Myeloid cells-1	Myeloid	CL:0000766	myeloid leukocyte	False
Heart-Myeloid cells-1	Myeloid	CL:0000839	myeloid lineage restricted progenitor cell	False
Heart-Myeloid cells-1	Myeloid	CL:0000889	myeloid suppressor cell	False
Heart-Myeloid cells-2	Myeloid	CL:0002394	CD141-positive myeloid dendritic cell	False
Heart-Myeloid cells-2	Myeloid	CL:0002399	CD1c-positive myeloid dendritic cell	False
Heart-Myeloid cells-2	Myeloid	CL:0000049	common myeloid progenitor	False
Heart-Myeloid cells-2	Myeloid	CL:0001059	common myeloid progenitor, CD34-positive	False
Heart-Myeloid cells-2	Myeloid	CL:0000763	myeloid cell	True
Heart-Myeloid cells-2	Myeloid	CL:0000782	myeloid dendritic cell	False
Heart-Myeloid cells-2	Myeloid	CL:0001057	myeloid dendritic cell, human	False
Heart-Myeloid cells-2	Myeloid	CL:0000766	myeloid leukocyte	False
Heart-Myeloid cells-2	Myeloid	CL:0000839	myeloid lineage restricted progenitor cell	False
Heart-Myeloid cells-2	Myeloid	CL:0000889	myeloid suppressor cell	False
Heart-Myeloid cells-3	Myeloid	CL:0002394	CD141-positive myeloid dendritic cell	False
Heart-Myeloid cells-3	Myeloid	CL:0002399	CD1c-positive myeloid dendritic cell	False
Heart-Myeloid cells-3	Myeloid	CL:0000049	common myeloid progenitor	False
Heart-Myeloid cells-3	Myeloid	CL:0001059	common myeloid progenitor, CD34-positive	False
Heart-Myeloid cells-3	Myeloid	CL:0000763	myeloid cell	True
Heart-Myeloid cells-3	Myeloid	CL:0000782	myeloid dendritic cell	False
Heart-Myeloid cells-3	Myeloid	CL:0001057	myeloid dendritic cell, human	False
Heart-Myeloid cells-3	Myeloid	CL:0000766	myeloid leukocyte	False
Heart-Myeloid cells-3	Myeloid	CL:0000839	myeloid lineage restricted progenitor cell	False
Heart-Myeloid cells-3	Myeloid	CL:0000889	myeloid suppressor cell	False
Heart-SATB2_LRRC7 positive cells-1	SATB2_LRRC7 positive	SATB2_LRRC7 positive	SATB2_LRRC7 positive	True
Heart-Schwann cells-1	Schwann	CL:0002377	immature Schwann cell	False
Heart-Schwann cells-1	Schwann	CL:0000218	myelinating Schwann cell	False
Heart-Schwann cells-1	Schwann	CL:0002376	non-myelinating Schwann cell	False
Heart-Schwann cells-1	Schwann	CL:0002573	Schwann cell	True
Heart-Schwann cells-1	Schwann	CL:0002375	Schwann cell precursor	False
Heart-Schwann cells-1	Schwann	CL:0000692	terminal Schwann cell	False
Heart-Smooth muscle cells-1	Smooth muscle	CL:0000192	smooth muscle cell	True
Heart-Smooth muscle cells-1	Smooth muscle	CL:1000281	smooth muscle cell of cecum	False
Heart-Smooth muscle cells-1	Smooth muscle	CL:1000280	smooth muscle cell of colon	False
Heart-Smooth muscle cells-1	Smooth muscle	CL:1000487	smooth muscle cell of prostate	False
Heart-Smooth muscle cells-1	Smooth muscle	CL:1000286	smooth muscle cell of rectum	False
Heart-Smooth muscle cells-1	Smooth muscle	CL:0002243	smooth muscle cell of sphincter of pupil	False
Heart-Smooth muscle cells-1	Smooth muscle	CL:1000276	smooth muscle fiber of duodenum	False
Heart-Smooth muscle cells-1	Smooth muscle	CL:1000278	smooth muscle fiber of ileum	False
Heart-Smooth muscle cells-1	Smooth muscle	CL:1000277	smooth muscle fiber of jejunum	False
Heart-Smooth muscle cells-1	Smooth muscle	CL:0000514	smooth muscle myoblast	False
Heart-Smooth muscle cells-2	Smooth muscle	CL:0000192	smooth muscle cell	True
Heart-Smooth muscle cells-2	Smooth muscle	CL:1000281	smooth muscle cell of cecum	False
Heart-Smooth muscle cells-2	Smooth muscle	CL:1000280	smooth muscle cell of colon	False
Heart-Smooth muscle cells-2	Smooth muscle	CL:1000487	smooth muscle cell of prostate	False
Heart-Smooth muscle cells-2	Smooth muscle	CL:1000286	smooth muscle cell of rectum	False
Heart-Smooth muscle cells-2	Smooth muscle	CL:0002243	smooth muscle cell of sphincter of pupil	False
Heart-Smooth muscle cells-2	Smooth muscle	CL:1000276	smooth muscle fiber of duodenum	False
Heart-Smooth muscle cells-2	Smooth muscle	CL:1000278	smooth muscle fiber of ileum	False
Heart-Smooth muscle cells-2	Smooth muscle	CL:1000277	smooth muscle fiber of jejunum	False
Heart-Smooth muscle cells-2	Smooth muscle	CL:0000514	smooth muscle myoblast	False
Heart-Smooth muscle cells-3	Smooth muscle	CL:0000192	smooth muscle cell	True
Heart-Smooth muscle cells-3	Smooth muscle	CL:1000281	smooth muscle cell of cecum	False
Heart-Smooth muscle cells-3	Smooth muscle	CL:1000280	smooth muscle cell of colon	False
Heart-Smooth muscle cells-3	Smooth muscle	CL:1000487	smooth muscle cell of prostate	False
Heart-Smooth muscle cells-3	Smooth muscle	CL:1000286	smooth muscle cell of rectum	False
Heart-Smooth muscle cells-3	Smooth muscle	CL:0002243	smooth muscle cell of sphincter of pupil	False
Heart-Smooth muscle cells-3	Smooth muscle	CL:1000276	smooth muscle fiber of duodenum	False
Heart-Smooth muscle cells-3	Smooth muscle	CL:1000278	smooth muscle fiber of ileum	False
Heart-Smooth muscle cells-3	Smooth muscle	CL:1000277	smooth muscle fiber of jejunum	False
Heart-Smooth muscle cells-3	Smooth muscle	CL:0000514	smooth muscle myoblast	False
Heart-Smooth muscle cells-4	Smooth muscle	CL:0000192	smooth muscle cell	True
Heart-Smooth muscle cells-4	Smooth muscle	CL:1000281	smooth muscle cell of cecum	False
Heart-Smooth muscle cells-4	Smooth muscle	CL:1000280	smooth muscle cell of colon	False
Heart-Smooth muscle cells-4	Smooth muscle	CL:1000487	smooth muscle cell of prostate	False
Heart-Smooth muscle cells-4	Smooth muscle	CL:1000286	smooth muscle cell of rectum	False
Heart-Smooth muscle cells-4	Smooth muscle	CL:0002243	smooth muscle cell of sphincter of pupil	False
Heart-Smooth muscle cells-4	Smooth muscle	CL:1000276	smooth muscle fiber of duodenum	False
Heart-Smooth muscle cells-4	Smooth muscle	CL:1000278	smooth muscle fiber of ileum	False
Heart-Smooth muscle cells-4	Smooth muscle	CL:1000277	smooth muscle fiber of jejunum	False
Heart-Smooth muscle cells-4	Smooth muscle	CL:0000514	smooth muscle myoblast	False
Heart-Smooth muscle cells-5	Smooth muscle	CL:0000192	smooth muscle cell	True
Heart-Smooth muscle cells-5	Smooth muscle	CL:1000281	smooth muscle cell of cecum	False
Heart-Smooth muscle cells-5	Smooth muscle	CL:1000280	smooth muscle cell of colon	False
Heart-Smooth muscle cells-5	Smooth muscle	CL:1000487	smooth muscle cell of prostate	False
Heart-Smooth muscle cells-5	Smooth muscle	CL:1000286	smooth muscle cell of rectum	False
Heart-Smooth muscle cells-5	Smooth muscle	CL:0002243	smooth muscle cell of sphincter of pupil	False
Heart-Smooth muscle cells-5	Smooth muscle	CL:1000276	smooth muscle fiber of duodenum	False
Heart-Smooth muscle cells-5	Smooth muscle	CL:1000278	smooth muscle fiber of ileum	False
Heart-Smooth muscle cells-5	Smooth muscle	CL:1000277	smooth muscle fiber of jejunum	False
Heart-Smooth muscle cells-5	Smooth muscle	CL:0000514	smooth muscle myoblast	False
Heart-Stromal cells-1	Stromal	CL:2000002	decidual cell	False
Heart-Stromal cells-1	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Heart-Stromal cells-1	Stromal	CL:0002622	prostate stromal cell	False
Heart-Stromal cells-1	Stromal	CL:0000499	stromal cell	True
Heart-Stromal cells-1	Stromal	CL:0010001	stromal cell of bone marrow	False
Heart-Stromal cells-1	Stromal	CL:0002255	stromal cell of endometrium	False
Heart-Stromal cells-1	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Heart-Stromal cells-1	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Heart-Stromal cells-1	Stromal	CL:0002132	stromal cell of ovary	False
Heart-Stromal cells-1	Stromal	CL:0002574	stromal cell of pancreas	False
Heart-Stromal cells-2	Stromal	CL:2000002	decidual cell	False
Heart-Stromal cells-2	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Heart-Stromal cells-2	Stromal	CL:0002622	prostate stromal cell	False
Heart-Stromal cells-2	Stromal	CL:0000499	stromal cell	True
Heart-Stromal cells-2	Stromal	CL:0010001	stromal cell of bone marrow	False
Heart-Stromal cells-2	Stromal	CL:0002255	stromal cell of endometrium	False
Heart-Stromal cells-2	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Heart-Stromal cells-2	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Heart-Stromal cells-2	Stromal	CL:0002132	stromal cell of ovary	False
Heart-Stromal cells-2	Stromal	CL:0002574	stromal cell of pancreas	False
Heart-Stromal cells-3	Stromal	CL:2000002	decidual cell	False
Heart-Stromal cells-3	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Heart-Stromal cells-3	Stromal	CL:0002622	prostate stromal cell	False
Heart-Stromal cells-3	Stromal	CL:0000499	stromal cell	True
Heart-Stromal cells-3	Stromal	CL:0010001	stromal cell of bone marrow	False
Heart-Stromal cells-3	Stromal	CL:0002255	stromal cell of endometrium	False
Heart-Stromal cells-3	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Heart-Stromal cells-3	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Heart-Stromal cells-3	Stromal	CL:0002132	stromal cell of ovary	False
Heart-Stromal cells-3	Stromal	CL:0002574	stromal cell of pancreas	False
Heart-Stromal cells-4	Stromal	CL:2000002	decidual cell	False
Heart-Stromal cells-4	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Heart-Stromal cells-4	Stromal	CL:0002622	prostate stromal cell	False
Heart-Stromal cells-4	Stromal	CL:0000499	stromal cell	True
Heart-Stromal cells-4	Stromal	CL:0010001	stromal cell of bone marrow	False
Heart-Stromal cells-4	Stromal	CL:0002255	stromal cell of endometrium	False
Heart-Stromal cells-4	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Heart-Stromal cells-4	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Heart-Stromal cells-4	Stromal	CL:0002132	stromal cell of ovary	False
Heart-Stromal cells-4	Stromal	CL:0002574	stromal cell of pancreas	False
Heart-Stromal cells-5	Stromal	CL:2000002	decidual cell	False
Heart-Stromal cells-5	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Heart-Stromal cells-5	Stromal	CL:0002622	prostate stromal cell	False
Heart-Stromal cells-5	Stromal	CL:0000499	stromal cell	True
Heart-Stromal cells-5	Stromal	CL:0010001	stromal cell of bone marrow	False
Heart-Stromal cells-5	Stromal	CL:0002255	stromal cell of endometrium	False
Heart-Stromal cells-5	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Heart-Stromal cells-5	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Heart-Stromal cells-5	Stromal	CL:0002132	stromal cell of ovary	False
Heart-Stromal cells-5	Stromal	CL:0002574	stromal cell of pancreas	False
Heart-Stromal cells-6	Stromal	CL:2000002	decidual cell	False
Heart-Stromal cells-6	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Heart-Stromal cells-6	Stromal	CL:0002622	prostate stromal cell	False
Heart-Stromal cells-6	Stromal	CL:0000499	stromal cell	True
Heart-Stromal cells-6	Stromal	CL:0010001	stromal cell of bone marrow	False
Heart-Stromal cells-6	Stromal	CL:0002255	stromal cell of endometrium	False
Heart-Stromal cells-6	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Heart-Stromal cells-6	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Heart-Stromal cells-6	Stromal	CL:0002132	stromal cell of ovary	False
Heart-Stromal cells-6	Stromal	CL:0002574	stromal cell of pancreas	False
Heart-Stromal cells-7	Stromal	CL:2000002	decidual cell	False
Heart-Stromal cells-7	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Heart-Stromal cells-7	Stromal	CL:0002622	prostate stromal cell	False
Heart-Stromal cells-7	Stromal	CL:0000499	stromal cell	True
Heart-Stromal cells-7	Stromal	CL:0010001	stromal cell of bone marrow	False
Heart-Stromal cells-7	Stromal	CL:0002255	stromal cell of endometrium	False
Heart-Stromal cells-7	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Heart-Stromal cells-7	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Heart-Stromal cells-7	Stromal	CL:0002132	stromal cell of ovary	False
Heart-Stromal cells-7	Stromal	CL:0002574	stromal cell of pancreas	False
Heart-Vascular endothelial cells-1	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Heart-Vascular endothelial cells-1	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Heart-Vascular endothelial cells-2	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Heart-Vascular endothelial cells-2	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Heart-Vascular endothelial cells-3	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Heart-Vascular endothelial cells-3	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Heart-Vascular endothelial cells-4	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Heart-Vascular endothelial cells-4	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Heart-Vascular endothelial cells-5	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Heart-Vascular endothelial cells-5	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Heart-Vascular endothelial cells-6	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Heart-Vascular endothelial cells-6	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Heart-Vascular endothelial cells-7	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Heart-Vascular endothelial cells-7	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Heart-Visceral neurons-1	Visceral neurons	CL:0005025	visceromotor neuron	True
Intestine-Chromaffin cells-1	Chromaffin	CL:1000427	adrenal cortex chromaffin cell	False
Intestine-Chromaffin cells-1	Chromaffin	CL:0000336	adrenal medulla chromaffin cell	False
Intestine-Chromaffin cells-1	Chromaffin	CL:0000166	chromaffin cell	True
Intestine-Chromaffin cells-1	Chromaffin	CL:1000426	chromaffin cell of adrenal gland	False
Intestine-Chromaffin cells-1	Chromaffin	CL:1000467	chromaffin cell of left ovary	False
Intestine-Chromaffin cells-1	Chromaffin	CL:1000465	chromaffin cell of ovary	False
Intestine-Chromaffin cells-1	Chromaffin	CL:1000424	chromaffin cell of paraaortic body	False
Intestine-Chromaffin cells-1	Chromaffin	CL:1000425	chromaffin cell of paraganglion	False
Intestine-Chromaffin cells-1	Chromaffin	CL:1000466	chromaffin cell of right ovary	False
Intestine-Chromaffin cells-1	Chromaffin	CL:0002083	type I cell of adrenal medulla	False
Intestine-ENS glia-1	ENS glia	CL:0000125	glial cell	True
Intestine-ENS glia-2	ENS glia	CL:0000125	glial cell	True
Intestine-ENS glia-3	ENS glia	CL:0000125	glial cell	True
Intestine-ENS glia-4	ENS glia	CL:0000125	glial cell	True
Intestine-ENS glia-5	ENS glia	CL:0000125	glial cell	True
Intestine-ENS glia-6	ENS glia	CL:0000125	glial cell	True
Intestine-ENS neurons-1	ENS neurons	CL:0000540	neuron	True
Intestine-ENS neurons-2	ENS neurons	CL:0000540	neuron	True
Intestine-ENS neurons-3	ENS neurons	CL:0000540	neuron	True
Intestine-ENS neurons-4	ENS neurons	CL:0000540	neuron	True
Intestine-Erythroblasts-1	Erythroblasts	CL:0000765	Erythroblast	True
Intestine-Intestinal epithelial cells-1	Intestinal epithelial	CL:0002563	intestinal epithelial cell	True
Intestine-Intestinal epithelial cells-2	Intestinal epithelial	CL:0002563	intestinal epithelial cell	True
Intestine-Intestinal epithelial cells-3	Intestinal epithelial	CL:0002563	intestinal epithelial cell	True
Intestine-Intestinal epithelial cells-4	Intestinal epithelial	CL:0002563	intestinal epithelial cell	True
Intestine-Intestinal epithelial cells-5	Intestinal epithelial	CL:0002563	intestinal epithelial cell	True
Intestine-Intestinal epithelial cells-6	Intestinal epithelial	CL:0002563	intestinal epithelial cell	True
Intestine-Intestinal epithelial cells-7	Intestinal epithelial	CL:0002563	intestinal epithelial cell	True
Intestine-Intestinal epithelial cells-8	Intestinal epithelial	CL:0002563	intestinal epithelial cell	True
Intestine-Lymphatic endothelial cells-1	Lymphatic endothelial	CL:2000011	dermis lymphatic vessel endothelial cell	False
Intestine-Lymphatic endothelial cells-1	Lymphatic endothelial	CL:2000041	dermis microvascular lymphatic vessel endothelial cell	False
Intestine-Lymphatic endothelial cells-1	Lymphatic endothelial	CL:0002138	endothelial cell of lymphatic vessel	True
Intestine-Lymphoid cells-1	Lymphoid	CL:0001027	CD7-negative lymphoid progenitor cell	False
Intestine-Lymphoid cells-1	Lymphoid	CL:0001028	CD7-positive lymphoid progenitor cell	False
Intestine-Lymphoid cells-1	Lymphoid	CL:0000936	early lymphoid progenitor	False
Intestine-Lymphoid cells-1	Lymphoid	CL:0001082	immature innate lymphoid cell	False
Intestine-Lymphoid cells-1	Lymphoid	CL:0001065	innate lymphoid cell	True
Intestine-Lymphoid cells-1	Lymphoid	CL:0000838	lymphoid lineage restricted progenitor cell	False
Intestine-Lymphoid cells-1	Lymphoid	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Intestine-Lymphoid cells-1	Lymphoid	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Intestine-Lymphoid cells-1	Lymphoid	CL:0011018	lymphoid tissue–inducer cell	False
Intestine-Lymphoid cells-1	Lymphoid	CL:0000784	plasmacytoid dendritic cell	False
Intestine-Lymphoid cells-2	Lymphoid	CL:0001027	CD7-negative lymphoid progenitor cell	False
Intestine-Lymphoid cells-2	Lymphoid	CL:0001028	CD7-positive lymphoid progenitor cell	False
